districtid,monthid,dose1,dose2
TG_Mahabubabad,11,0,0
TG_Mahabubabad,12,5097,5883
TG_Mahabubabad,13,28061,1762
TG_Mahabubabad,14,54323,14923
TG_Mahabubabad,15,10042,7360
TG_Mahabubabad,16,75836,7032
TG_Mahabubabad,17,10000,28993
TG_Mahabubnagar,1,0,0
TG_Mahabubnagar,2,0,0
TG_Mahabubnagar,3,0,0
TG_Mahabubnagar,4,0,0
TG_Mahabubnagar,5,0,0
TG_Mahabubnagar,6,0,0
TG_Mahabubnagar,7,0,0
TG_Mahabubnagar,8,0,0
TG_Mahabubnagar,9,0,0
TG_Mahabubnagar,10,0,0
TG_Mahabubnagar,11,0,0
TG_Mahabubnagar,12,4373,6038
TG_Mahabubnagar,13,37429,1540
TG_Mahabubnagar,14,46125,13087
TG_Mahabubnagar,15,14565,4902
TG_Mahabubnagar,16,42775,14284
TG_Mahabubnagar,17,12094,24111
TG_Mancherial,1,0,0
TG_Mancherial,2,0,0
TG_Mancherial,3,0,0
TG_Mancherial,4,0,0
TG_Mancherial,5,0,0
TG_Mancherial,6,0,0
TG_Mancherial,7,0,0
TG_Mancherial,8,0,0
TG_Mancherial,9,0,0
TG_Mancherial,10,0,0
TG_Mancherial,11,0,0
TG_Mancherial,12,3459,4759
TG_Mancherial,13,23507,1708
TG_Mancherial,14,51377,7791
TG_Mancherial,15,31137,1785
TG_Mancherial,16,62506,12861
TG_Mancherial,17,35692,35759
TG_Medak,1,0,0
TG_Medak,2,0,0
TG_Medak,3,0,0
TG_Medak,4,0,0
TG_Medak,5,0,0
TG_Medak,6,0,0
TG_Medak,7,0,0
TG_Medak,8,0,0
TG_Medak,9,0,0
TG_Medak,10,0,0
TG_Medak,11,0,0
TG_Medak,12,3136,2836
TG_Medak,13,34440,1158
TG_Medak,14,63584,12175
TG_Medak,15,15369,4309
TG_Medak,16,45349,10517
TG_Medak,17,11677,26557
TG_Medchal Malkajgiri,1,0,0
TG_Medchal Malkajgiri,2,0,0
TG_Medchal Malkajgiri,3,0,0
TG_Medchal Malkajgiri,4,0,0
TG_Medchal Malkajgiri,5,0,0
TG_Medchal Malkajgiri,6,0,0
TG_Medchal Malkajgiri,7,0,0
TG_Medchal Malkajgiri,8,0,0
TG_Medchal Malkajgiri,9,0,0
TG_Medchal Malkajgiri,10,0,0
TG_Medchal Malkajgiri,11,0,0
TG_Medchal Malkajgiri,12,30647,9362
TG_Medchal Malkajgiri,13,194674,10973
TG_Medchal Malkajgiri,14,143941,100268
TG_Medchal Malkajgiri,15,317741,25893
TG_Medchal Malkajgiri,16,668534,120470
TG_Medchal Malkajgiri,17,202047,267505
TG_Mulugu,1,0,0
TG_Mulugu,2,0,0
TG_Mulugu,3,0,0
TG_Mulugu,4,0,0
TG_Mulugu,5,0,0
TG_Mulugu,6,0,0
TG_Mulugu,7,0,0
TG_Mulugu,8,0,0
TG_Mulugu,9,0,0
TG_Mulugu,10,0,0
TG_Mulugu,11,0,0
TG_Mulugu,12,1474,1871
TG_Mulugu,13,9138,488
TG_Mulugu,14,40666,2377
TG_Mulugu,15,5031,7106
TG_Mulugu,16,22464,1959
TG_Mulugu,17,15369,15762
TG_Nagarkurnool,1,0,0
TG_Nagarkurnool,2,0,0
TG_Nagarkurnool,3,0,0
TG_Nagarkurnool,4,0,0
TG_Nagarkurnool,5,0,0
TG_Nagarkurnool,6,0,0
TG_Nagarkurnool,7,0,0
TG_Nagarkurnool,8,0,0
TG_Nagarkurnool,9,0,0
TG_Nagarkurnool,10,0,0
TG_Nagarkurnool,11,0,0
TG_Nagarkurnool,12,2967,3097
TG_Nagarkurnool,13,30615,1297
TG_Nagarkurnool,14,55662,12415
TG_Nagarkurnool,15,11757,1320
TG_Nagarkurnool,16,31081,9647
TG_Nagarkurnool,17,9860,25411
TG_Nalgonda,1,0,0
TG_Nalgonda,2,0,0
TG_Nalgonda,3,0,0
TG_Nalgonda,4,0,0
TG_Nalgonda,5,0,0
TG_Nalgonda,6,0,0
TG_Nalgonda,7,0,0
TG_Nalgonda,8,0,0
TG_Nalgonda,9,0,0
TG_Nalgonda,10,0,0
TG_Nalgonda,11,0,0
TG_Nalgonda,12,5829,6589
TG_Nalgonda,13,34886,2475
TG_Nalgonda,14,71498,19695
TG_Nalgonda,15,39589,1962
TG_Nalgonda,16,112888,14136
TG_Nalgonda,17,67784,35939
TG_Narayanpet,1,0,0
TG_Narayanpet,2,0,0
TG_Narayanpet,3,0,0
TG_Narayanpet,4,0,0
TG_Narayanpet,5,0,0
TG_Narayanpet,6,0,0
TG_Narayanpet,7,0,0
TG_Narayanpet,8,0,0
TG_Narayanpet,9,0,0
TG_Narayanpet,10,0,0
TG_Narayanpet,11,0,0
TG_Narayanpet,12,1406,1602
TG_Narayanpet,13,10929,322
TG_Narayanpet,14,17450,4683
TG_Narayanpet,15,5972,1458
TG_Narayanpet,16,14732,2785
TG_Narayanpet,17,10428,6067
TG_Nirmal,1,0,0
TG_Nirmal,2,0,0
TG_Nirmal,3,0,0
TG_Nirmal,4,0,0
TG_Nirmal,5,0,0
TG_Nirmal,6,0,0
TG_Nirmal,7,0,0
TG_Nirmal,8,0,0
TG_Nirmal,9,0,0
TG_Nirmal,10,0,0
TG_Nirmal,11,0,0
TG_Nirmal,12,3200,3037
TG_Nirmal,13,44964,1715
TG_Nirmal,14,71333,12814
TG_Nirmal,15,10376,5645
TG_Nirmal,16,25856,13709
TG_Nirmal,17,8721,44548
TG_Nizamabad,1,0,0
TG_Nizamabad,2,0,0
TG_Nizamabad,3,0,0
TG_Nizamabad,4,0,0
TG_Nizamabad,5,0,0
TG_Nizamabad,6,0,0
TG_Nizamabad,7,0,0
TG_Nizamabad,8,0,0
TG_Nizamabad,9,0,0
TG_Nizamabad,10,0,0
TG_Nizamabad,11,0,0
TG_Nizamabad,12,7334,7940
TG_Nizamabad,13,58021,2528
TG_Nizamabad,14,76943,21480
TG_Nizamabad,15,37892,3079
TG_Nizamabad,16,89329,27033
TG_Nizamabad,17,30301,56303
TG_Peddapalli,1,0,0
TG_Peddapalli,2,0,0
TG_Peddapalli,3,0,0
TG_Peddapalli,4,0,0
TG_Peddapalli,5,0,0
TG_Peddapalli,6,0,0
TG_Peddapalli,7,0,0
TG_Peddapalli,8,0,0
TG_Peddapalli,9,0,0
TG_Peddapalli,10,0,0
TG_Peddapalli,11,0,0
TG_Peddapalli,12,2885,3075
TG_Peddapalli,13,22475,2073
TG_Peddapalli,14,72250,13271
TG_Peddapalli,15,45731,5073
TG_Peddapalli,16,88471,4859
TG_Peddapalli,17,49106,47657
TG_Rajanna Sircilla,1,0,0
TG_Rajanna Sircilla,2,0,0
TG_Rajanna Sircilla,3,0,0
TG_Rajanna Sircilla,4,0,0
TG_Rajanna Sircilla,5,0,0
TG_Rajanna Sircilla,6,0,0
TG_Rajanna Sircilla,7,0,0
TG_Rajanna Sircilla,8,0,0
TG_Rajanna Sircilla,9,0,0
TG_Rajanna Sircilla,10,0,0
TG_Rajanna Sircilla,11,0,0
TG_Rajanna Sircilla,12,1342,1920
TG_Rajanna Sircilla,13,16932,156
TG_Rajanna Sircilla,14,84839,6224
TG_Rajanna Sircilla,15,11404,5042
TG_Rajanna Sircilla,16,32001,4455
TG_Rajanna Sircilla,17,7067,50732
TG_Ranga Reddy,1,0,0
TG_Ranga Reddy,2,0,0
TG_Ranga Reddy,3,0,0
TG_Ranga Reddy,4,0,0
TG_Ranga Reddy,5,0,0
TG_Ranga Reddy,6,0,0
TG_Ranga Reddy,7,0,0
TG_Ranga Reddy,8,0,0
TG_Ranga Reddy,9,0,0
TG_Ranga Reddy,10,0,0
TG_Ranga Reddy,11,0,0
TG_Ranga Reddy,12,30826,19811
TG_Ranga Reddy,13,183313,15348
TG_Ranga Reddy,14,107218,72344
TG_Ranga Reddy,15,477669,20262
TG_Ranga Reddy,16,608462,154174
TG_Ranga Reddy,17,191137,256165
TG_Sangareddy,1,0,0
TG_Sangareddy,2,0,0
TG_Sangareddy,3,0,0
TG_Sangareddy,4,0,0
TG_Sangareddy,5,0,0
TG_Sangareddy,6,0,0
TG_Sangareddy,7,0,0
TG_Sangareddy,8,0,0
TG_Sangareddy,9,0,0
TG_Sangareddy,10,0,0
TG_Sangareddy,11,0,0
TG_Sangareddy,12,6888,4690
TG_Sangareddy,13,54367,3773
TG_Sangareddy,14,66355,21314
TG_Sangareddy,15,66404,9614
TG_Sangareddy,16,116625,19293
TG_Sangareddy,17,38931,58059
TG_Siddipet,1,0,0
TG_Siddipet,2,0,0
TG_Siddipet,3,0,0
TG_Siddipet,4,0,0
TG_Siddipet,5,0,0
TG_Siddipet,6,0,0
TG_Siddipet,7,0,0
TG_Siddipet,8,0,0
TG_Siddipet,9,0,0
TG_Siddipet,10,0,0
TG_Siddipet,11,0,0
TG_Siddipet,12,6070,6373
TG_Siddipet,13,52153,2086
TG_Siddipet,14,136106,12904
TG_Siddipet,15,30604,16501
TG_Siddipet,16,53468,8363
TG_Siddipet,17,17196,72498
TG_Suryapet,1,0,0
TG_Suryapet,2,0,0
TG_Suryapet,3,0,0
TG_Suryapet,4,0,0
TG_Suryapet,5,0,0
TG_Suryapet,6,0,0
TG_Suryapet,7,0,0
TG_Suryapet,8,0,0
TG_Suryapet,9,0,0
TG_Suryapet,10,0,0
TG_Suryapet,11,0,0
TG_Suryapet,12,7480,3132
TG_Suryapet,13,41879,2547
TG_Suryapet,14,70299,20488
TG_Suryapet,15,26478,6156
TG_Suryapet,16,65018,12441
TG_Suryapet,17,40688,34166
TG_Vikarabad,1,0,0
TG_Vikarabad,2,0,0
TG_Vikarabad,3,0,0
TG_Vikarabad,4,0,0
TG_Vikarabad,5,0,0
TG_Vikarabad,6,0,0
TG_Vikarabad,7,0,0
TG_Vikarabad,8,0,0
TG_Vikarabad,9,0,0
TG_Vikarabad,10,0,0
TG_Vikarabad,11,0,0
TG_Vikarabad,12,3624,3817
TG_Vikarabad,13,21132,1539
TG_Vikarabad,14,33909,9806
TG_Vikarabad,15,14076,741
TG_Vikarabad,16,34679,7477
TG_Vikarabad,17,11727,17933
TG_Wanaparthy,1,0,0
TG_Wanaparthy,2,0,0
TG_Wanaparthy,3,0,0
TG_Wanaparthy,4,0,0
TG_Wanaparthy,5,0,0
TG_Wanaparthy,6,0,0
TG_Wanaparthy,7,0,0
TG_Wanaparthy,8,0,0
TG_Wanaparthy,9,0,0
TG_Wanaparthy,10,0,0
TG_Wanaparthy,11,0,0
TG_Wanaparthy,12,1984,2631
TG_Wanaparthy,13,15361,545
TG_Wanaparthy,14,30861,8303
TG_Wanaparthy,15,9547,931
TG_Wanaparthy,16,23469,5803
TG_Wanaparthy,17,7832,15732
TG_Warangal Rural,1,0,0
TG_Warangal Rural,2,0,0
TG_Warangal Rural,3,0,0
TG_Warangal Rural,4,0,0
TG_Warangal Rural,5,0,0
TG_Warangal Rural,6,0,0
TG_Warangal Rural,7,0,0
TG_Warangal Rural,8,0,0
TG_Warangal Rural,9,0,0
TG_Warangal Rural,10,0,0
TG_Warangal Rural,11,0,0
TG_Warangal Rural,12,2234,2977
TG_Warangal Rural,13,9479,628
TG_Warangal Rural,14,38719,5754
TG_Warangal Rural,15,15111,3220
TG_Warangal Rural,16,47011,4080
TG_Warangal Rural,17,27221,17608
TG_Warangal Urban,1,0,0
TG_Warangal Urban,2,0,0
TG_Warangal Urban,3,0,0
TG_Warangal Urban,4,0,0
TG_Warangal Urban,5,0,0
TG_Warangal Urban,6,0,0
TG_Warangal Urban,7,0,0
TG_Warangal Urban,8,0,0
TG_Warangal Urban,9,0,0
TG_Warangal Urban,10,0,0
TG_Warangal Urban,11,0,0
TG_Warangal Urban,12,11364,9691
TG_Warangal Urban,13,55191,4862
TG_Warangal Urban,14,94415,31701
TG_Warangal Urban,15,128632,16684
TG_Warangal Urban,16,131097,24277
TG_Warangal Urban,17,53079,51064
TG_Yadadri Bhuvanagiri,1,0,0
TG_Yadadri Bhuvanagiri,2,0,0
TG_Yadadri Bhuvanagiri,3,0,0
TG_Yadadri Bhuvanagiri,4,0,0
TG_Yadadri Bhuvanagiri,5,0,0
TG_Yadadri Bhuvanagiri,6,0,0
TG_Yadadri Bhuvanagiri,7,0,0
TG_Yadadri Bhuvanagiri,8,0,0
TG_Yadadri Bhuvanagiri,9,0,0
TG_Yadadri Bhuvanagiri,10,0,0
TG_Yadadri Bhuvanagiri,11,0,0
TG_Yadadri Bhuvanagiri,12,3157,2439
TG_Yadadri Bhuvanagiri,13,56530,1276
TG_Yadadri Bhuvanagiri,14,101105,10398
TG_Yadadri Bhuvanagiri,15,27599,33030
TG_Yadadri Bhuvanagiri,16,46203,15687
TG_Yadadri Bhuvanagiri,17,13575,64197
TN_Ariyalur,1,0,0
TN_Ariyalur,2,0,0
TN_Ariyalur,3,0,0
TN_Ariyalur,4,0,0
TN_Ariyalur,5,0,0
TN_Ariyalur,6,0,0
TN_Ariyalur,7,0,0
TN_Ariyalur,8,0,0
TN_Ariyalur,9,0,0
TN_Ariyalur,10,0,0
TN_Ariyalur,11,0,0
TN_Ariyalur,12,6756,2010
TN_Ariyalur,13,12409,2777
TN_Ariyalur,14,18102,7188
TN_Ariyalur,15,35220,2256
TN_Ariyalur,16,63342,9060
TN_Ariyalur,17,46965,11172
TN_Chennai,1,0,0
TN_Chennai,2,0,0
TN_Chennai,3,0,0
TN_Chennai,4,0,0
TN_Chennai,5,0,0
TN_Chennai,6,0,0
TN_Chennai,7,0,0
TN_Chennai,8,0,0
TN_Chennai,9,0,0
TN_Chennai,10,0,0
TN_Chennai,11,0,0
TN_Chennai,12,182754,18955
TN_Chennai,13,671850,85971
TN_Chennai,14,304673,416757
TN_Chennai,15,671498,67276
TN_Chennai,16,709598,259739
TN_Chennai,17,624309,342573
TN_Coimbatore,1,0,0
TN_Coimbatore,2,0,0
TN_Coimbatore,3,0,0
TN_Coimbatore,4,0,0
TN_Coimbatore,5,0,0
TN_Coimbatore,6,0,0
TN_Coimbatore,7,0,0
TN_Coimbatore,8,0,0
TN_Coimbatore,9,0,0
TN_Coimbatore,10,0,0
TN_Coimbatore,11,0,0
TN_Coimbatore,12,57201,7663
TN_Coimbatore,13,191306,23341
TN_Coimbatore,14,104326,79883
TN_Coimbatore,15,250163,21852
TN_Coimbatore,16,467318,72277
TN_Coimbatore,17,480387,162442
TN_Cuddalore,1,0,0
TN_Cuddalore,2,0,0
TN_Cuddalore,3,0,0
TN_Cuddalore,4,0,0
TN_Cuddalore,5,0,0
TN_Cuddalore,6,0,0
TN_Cuddalore,7,0,0
TN_Cuddalore,8,0,0
TN_Cuddalore,9,0,0
TN_Cuddalore,10,0,0
TN_Cuddalore,11,0,0
TN_Cuddalore,12,22676,2045
TN_Cuddalore,13,61171,7137
TN_Cuddalore,14,40012,36568
TN_Cuddalore,15,80677,9125
TN_Cuddalore,16,176131,21376
TN_Cuddalore,17,193485,38637
TN_Dharmapuri,1,0,0
TN_Dharmapuri,2,0,0
TN_Dharmapuri,3,0,0
TN_Dharmapuri,4,0,0
TN_Dharmapuri,5,0,0
TN_Dharmapuri,6,0,0
TN_Dharmapuri,7,0,0
TN_Dharmapuri,8,0,0
TN_Dharmapuri,9,0,0
TN_Dharmapuri,10,0,0
TN_Dharmapuri,11,0,0
TN_Dharmapuri,12,19480,3486
TN_Dharmapuri,13,27710,4173
TN_Dharmapuri,14,24565,17783
TN_Dharmapuri,15,63229,3502
TN_Dharmapuri,16,132727,14820
TN_Dharmapuri,17,145297,24865
TN_Dindigul,1,0,0
TN_Dindigul,2,0,0
TN_Dindigul,3,0,0
TN_Dindigul,4,0,0
TN_Dindigul,5,0,0
TN_Dindigul,6,0,0
TN_Dindigul,7,0,0
TN_Dindigul,8,0,0
TN_Dindigul,9,0,0
TN_Dindigul,10,0,0
TN_Dindigul,11,0,0
TN_Dindigul,12,10516,1514
TN_Dindigul,13,19844,2937
TN_Dindigul,14,21687,13708
TN_Dindigul,15,34307,4374
TN_Dindigul,16,71424,8073
TN_Dindigul,17,95006,17877
TN_Dindigul,1,0,0
TN_Dindigul,2,0,0
TN_Dindigul,3,0,0
TN_Dindigul,4,0,0
TN_Dindigul,5,0,0
TN_Dindigul,6,0,0
TN_Dindigul,7,0,0
TN_Dindigul,8,0,0
TN_Dindigul,9,0,0
TN_Dindigul,10,0,0
TN_Dindigul,11,0,0
TN_Dindigul,12,10516,1514
TN_Dindigul,13,19844,2937
TN_Dindigul,14,21687,13708
TN_Dindigul,15,34307,4374
TN_Dindigul,16,71424,8073
TN_Dindigul,17,95006,17877
TN_Erode,1,0,0
TN_Erode,2,0,0
TN_Erode,3,0,0
TN_Erode,4,0,0
TN_Erode,5,0,0
TN_Erode,6,0,0
TN_Erode,7,0,0
TN_Erode,8,0,0
TN_Erode,9,0,0
TN_Erode,10,0,0
TN_Erode,11,0,0
TN_Erode,12,16635,1774
TN_Erode,13,63647,7047
TN_Erode,14,41404,34527
TN_Erode,15,106576,6236
TN_Erode,16,244234,26427
TN_Erode,17,241460,53117
TN_Kallakurichi,1,0,0
TN_Kallakurichi,2,0,0
TN_Kallakurichi,3,0,0
TN_Kallakurichi,4,0,0
TN_Kallakurichi,5,0,0
TN_Kallakurichi,6,0,0
TN_Kallakurichi,7,0,0
TN_Kallakurichi,8,0,0
TN_Kallakurichi,9,0,0
TN_Kallakurichi,10,0,0
TN_Kallakurichi,11,0,0
TN_Kallakurichi,12,10657,1558
TN_Kallakurichi,13,19671,3650
TN_Kallakurichi,14,15686,11678
TN_Kallakurichi,15,51965,2168
TN_Kallakurichi,16,105848,10063
TN_Kallakurichi,17,106419,16153
TN_Kancheepuram,1,0,0
TN_Kancheepuram,2,0,0
TN_Kancheepuram,3,0,0
TN_Kancheepuram,4,0,0
TN_Kancheepuram,5,0,0
TN_Kancheepuram,6,0,0
TN_Kancheepuram,7,0,0
TN_Kancheepuram,8,0,0
TN_Kancheepuram,9,0,0
TN_Kancheepuram,10,0,0
TN_Kancheepuram,11,0,0
TN_Kancheepuram,12,10571,2465
TN_Kancheepuram,13,25560,4109
TN_Kancheepuram,14,20098,13692
TN_Kancheepuram,15,69363,3255
TN_Kancheepuram,16,85287,8471
TN_Kancheepuram,17,92306,14858
TN_Kanyakumari,1,0,0
TN_Kanyakumari,2,0,0
TN_Kanyakumari,3,0,0
TN_Kanyakumari,4,0,0
TN_Kanyakumari,5,0,0
TN_Kanyakumari,6,0,0
TN_Kanyakumari,7,0,0
TN_Kanyakumari,8,0,0
TN_Kanyakumari,9,0,0
TN_Kanyakumari,10,0,0
TN_Kanyakumari,11,0,0
TN_Kanyakumari,12,18606,2411
TN_Kanyakumari,13,51732,7056
TN_Kanyakumari,14,25067,29838
TN_Kanyakumari,15,91220,5770
TN_Kanyakumari,16,158476,25426
TN_Kanyakumari,17,202496,45507
TN_Karur,1,0,0
TN_Karur,2,0,0
TN_Karur,3,0,0
TN_Karur,4,0,0
TN_Karur,5,0,0
TN_Karur,6,0,0
TN_Karur,7,0,0
TN_Karur,8,0,0
TN_Karur,9,0,0
TN_Karur,10,0,0
TN_Karur,11,0,0
TN_Karur,12,9656,2356
TN_Karur,13,25573,3661
TN_Karur,14,16121,14277
TN_Karur,15,61175,2667
TN_Karur,16,97279,12073
TN_Karur,17,95419,19032
TN_Krishnagiri,1,0,0
TN_Krishnagiri,2,0,0
TN_Krishnagiri,3,0,0
TN_Krishnagiri,4,0,0
TN_Krishnagiri,5,0,0
TN_Krishnagiri,6,0,0
TN_Krishnagiri,7,0,0
TN_Krishnagiri,8,0,0
TN_Krishnagiri,9,0,0
TN_Krishnagiri,10,0,0
TN_Krishnagiri,11,0,0
TN_Krishnagiri,12,33365,4267
TN_Krishnagiri,13,49115,6426
TN_Krishnagiri,14,30773,27256
TN_Krishnagiri,15,104544,7098
TN_Krishnagiri,16,186600,21975
TN_Krishnagiri,17,185587,41489
TN_Madurai,1,0,0
TN_Madurai,2,0,0
TN_Madurai,3,0,0
TN_Madurai,4,0,0
TN_Madurai,5,0,0
TN_Madurai,6,0,0
TN_Madurai,7,0,0
TN_Madurai,8,0,0
TN_Madurai,9,0,0
TN_Madurai,10,0,0
TN_Madurai,11,0,0
TN_Madurai,12,36128,5311
TN_Madurai,13,98039,15665
TN_Madurai,14,52915,55219
TN_Madurai,15,152099,10210
TN_Madurai,16,221479,46049
TN_Madurai,17,215623,56327
TN_Nagapattinam,1,0,0
TN_Nagapattinam,2,0,0
TN_Nagapattinam,3,0,0
TN_Nagapattinam,4,0,0
TN_Nagapattinam,5,0,0
TN_Nagapattinam,6,0,0
TN_Nagapattinam,7,0,0
TN_Nagapattinam,8,0,0
TN_Nagapattinam,9,0,0
TN_Nagapattinam,10,0,0
TN_Nagapattinam,11,0,0
TN_Nagapattinam,12,12548,903
TN_Nagapattinam,13,20041,3773
TN_Nagapattinam,14,15538,15893
TN_Nagapattinam,15,71132,2104
TN_Nagapattinam,16,136604,11177
TN_Nagapattinam,17,142429,25139
TN_Namakkal,1,0,0
TN_Namakkal,2,0,0
TN_Namakkal,3,0,0
TN_Namakkal,4,0,0
TN_Namakkal,5,0,0
TN_Namakkal,6,0,0
TN_Namakkal,7,0,0
TN_Namakkal,8,0,0
TN_Namakkal,9,0,0
TN_Namakkal,10,0,0
TN_Namakkal,11,0,0
TN_Namakkal,12,27365,2430
TN_Namakkal,13,65384,5597
TN_Namakkal,14,34348,38472
TN_Namakkal,15,85474,8477
TN_Namakkal,16,156302,21714
TN_Namakkal,17,170085,41404
TN_Nilgiris,1,0,0
TN_Nilgiris,2,0,0
TN_Nilgiris,3,0,0
TN_Nilgiris,4,0,0
TN_Nilgiris,5,0,0
TN_Nilgiris,6,0,0
TN_Nilgiris,7,0,0
TN_Nilgiris,8,0,0
TN_Nilgiris,9,0,0
TN_Nilgiris,10,0,0
TN_Nilgiris,11,0,0
TN_Nilgiris,12,21429,3053
TN_Nilgiris,13,58397,8030
TN_Nilgiris,14,39345,33942
TN_Nilgiris,15,46657,5814
TN_Nilgiris,16,112352,13365
TN_Nilgiris,17,109375,39003
TN_Perambalur,1,0,0
TN_Perambalur,2,0,0
TN_Perambalur,3,0,0
TN_Perambalur,4,0,0
TN_Perambalur,5,0,0
TN_Perambalur,6,0,0
TN_Perambalur,7,0,0
TN_Perambalur,8,0,0
TN_Perambalur,9,0,0
TN_Perambalur,10,0,0
TN_Perambalur,11,0,0
TN_Perambalur,12,8055,1616
TN_Perambalur,13,12851,1737
TN_Perambalur,14,8004,6774
TN_Perambalur,15,28754,1234
TN_Perambalur,16,63495,7485
TN_Perambalur,17,50178,12423
TN_Pudukkottai,1,0,0
TN_Pudukkottai,2,0,0
TN_Pudukkottai,3,0,0
TN_Pudukkottai,4,0,0
TN_Pudukkottai,5,0,0
TN_Pudukkottai,6,0,0
TN_Pudukkottai,7,0,0
TN_Pudukkottai,8,0,0
TN_Pudukkottai,9,0,0
TN_Pudukkottai,10,0,0
TN_Pudukkottai,11,0,0
TN_Pudukkottai,12,6793,960
TN_Pudukkottai,13,22669,2499
TN_Pudukkottai,14,15788,11890
TN_Pudukkottai,15,39369,2087
TN_Pudukkottai,16,66480,7910
TN_Pudukkottai,17,85980,12888
TN_Pudukkottai,1,0,0
TN_Pudukkottai,2,0,0
TN_Pudukkottai,3,0,0
TN_Pudukkottai,4,0,0
TN_Pudukkottai,5,0,0
TN_Pudukkottai,6,0,0
TN_Pudukkottai,7,0,0
TN_Pudukkottai,8,0,0
TN_Pudukkottai,9,0,0
TN_Pudukkottai,10,0,0
TN_Pudukkottai,11,0,0
TN_Pudukkottai,12,6793,960
TN_Pudukkottai,13,22669,2499
TN_Pudukkottai,14,15788,11890
TN_Pudukkottai,15,39369,2087
TN_Pudukkottai,16,66480,7910
TN_Pudukkottai,17,85980,12888
TN_Ramanathapuram,1,0,0
TN_Ramanathapuram,2,0,0
TN_Ramanathapuram,3,0,0
TN_Ramanathapuram,4,0,0
TN_Ramanathapuram,5,0,0
TN_Ramanathapuram,6,0,0
TN_Ramanathapuram,7,0,0
TN_Ramanathapuram,8,0,0
TN_Ramanathapuram,9,0,0
TN_Ramanathapuram,10,0,0
TN_Ramanathapuram,11,0,0
TN_Ramanathapuram,12,5072,1161
TN_Ramanathapuram,13,10780,2744
TN_Ramanathapuram,14,11162,5068
TN_Ramanathapuram,15,29380,1742
TN_Ramanathapuram,16,71164,8216
TN_Ramanathapuram,17,69768,11396
TN_Ramanathapuram,1,0,0
TN_Ramanathapuram,2,0,0
TN_Ramanathapuram,3,0,0
TN_Ramanathapuram,4,0,0
TN_Ramanathapuram,5,0,0
TN_Ramanathapuram,6,0,0
TN_Ramanathapuram,7,0,0
TN_Ramanathapuram,8,0,0
TN_Ramanathapuram,9,0,0
TN_Ramanathapuram,10,0,0
TN_Ramanathapuram,11,0,0
TN_Ramanathapuram,12,5072,1161
TN_Ramanathapuram,13,10780,2744
TN_Ramanathapuram,14,11162,5068
TN_Ramanathapuram,15,29380,1742
TN_Ramanathapuram,16,71164,8216
TN_Ramanathapuram,17,69768,11396
TN_Ranipet,1,0,0
TN_Ranipet,2,0,0
TN_Ranipet,3,0,0
TN_Ranipet,4,0,0
TN_Ranipet,5,0,0
TN_Ranipet,6,0,0
TN_Ranipet,7,0,0
TN_Ranipet,8,0,0
TN_Ranipet,9,0,0
TN_Ranipet,10,0,0
TN_Ranipet,11,0,0
TN_Ranipet,12,8755,601
TN_Ranipet,13,20915,2003
TN_Ranipet,14,16174,10481
TN_Ranipet,15,46250,4071
TN_Ranipet,16,89214,11975
TN_Ranipet,17,69958,15403
TN_Salem,1,0,0
TN_Salem,2,0,0
TN_Salem,3,0,0
TN_Salem,4,0,0
TN_Salem,5,0,0
TN_Salem,6,0,0
TN_Salem,7,0,0
TN_Salem,8,0,0
TN_Salem,9,0,0
TN_Salem,10,0,0
TN_Salem,11,0,0
TN_Salem,12,34967,6144
TN_Salem,13,81132,13841
TN_Salem,14,40084,46055
TN_Salem,15,107215,13946
TN_Salem,16,236228,27515
TN_Salem,17,224974,55714
TN_Salem,1,0,0
TN_Salem,2,0,0
TN_Salem,3,0,0
TN_Salem,4,0,0
TN_Salem,5,0,0
TN_Salem,6,0,0
TN_Salem,7,0,0
TN_Salem,8,0,0
TN_Salem,9,0,0
TN_Salem,10,0,0
TN_Salem,11,0,0
TN_Salem,12,34967,6144
TN_Salem,13,81132,13841
TN_Salem,14,40084,46055
TN_Salem,15,107215,13946
TN_Salem,16,236228,27515
TN_Salem,17,224974,55714
TN_Sivaganga,1,0,0
TN_Sivaganga,2,0,0
TN_Sivaganga,3,0,0
TN_Sivaganga,4,0,0
TN_Sivaganga,5,0,0
TN_Sivaganga,6,0,0
TN_Sivaganga,7,0,0
TN_Sivaganga,8,0,0
TN_Sivaganga,9,0,0
TN_Sivaganga,10,0,0
TN_Sivaganga,11,0,0
TN_Sivaganga,12,11011,2429
TN_Sivaganga,13,22453,3826
TN_Sivaganga,14,21114,13912
TN_Sivaganga,15,57548,4856
TN_Sivaganga,16,115042,9920
TN_Sivaganga,17,130560,22021
TN_Thanjavur,1,0,0
TN_Thanjavur,2,0,0
TN_Thanjavur,3,0,0
TN_Thanjavur,4,0,0
TN_Thanjavur,5,0,0
TN_Thanjavur,6,0,0
TN_Thanjavur,7,0,0
TN_Thanjavur,8,0,0
TN_Thanjavur,9,0,0
TN_Thanjavur,10,0,0
TN_Thanjavur,11,0,0
TN_Thanjavur,12,25903,4490
TN_Thanjavur,13,51520,10983
TN_Thanjavur,14,35699,29355
TN_Thanjavur,15,89292,5511
TN_Thanjavur,16,197226,19187
TN_Thanjavur,17,183828,33244
TN_Theni,1,0,0
TN_Theni,2,0,0
TN_Theni,3,0,0
TN_Theni,4,0,0
TN_Theni,5,0,0
TN_Theni,6,0,0
